frame,fps_frame,n_dets,n_fused,n_tracks,n_drawn,n_voronoi_points,n_hold_points,dup_pairs,id_switches_cum
619,1.154,20,19,19,10,11,1,0,331
620,1.154,21,20,20,10,11,1,0,331
621,1.157,21,20,20,10,11,1,0,331
622,1.169,20,19,19,10,11,1,0,331
623,1.116,21,19,19,10,11,1,0,331
624,1.151,20,18,18,10,11,1,0,331
625,1.15,19,18,18,10,11,1,0,331
626,1.165,19,18,18,10,11,1,0,331
627,1.171,19,18,18,10,11,1,0,331
628,1.152,20,19,19,10,11,1,0,331
629,1.168,20,18,18,10,11,1,0,331
630,1.159,20,18,18,10,11,1,0,331
631,1.175,20,18,18,10,11,1,0,331
632,1.154,20,19,19,10,11,1,0,331
633,1.141,20,19,19,10,11,1,0,331
634,1.095,20,17,17,10,11,1,0,331
635,1.161,20,17,17,10,11,1,0,331
636,1.137,20,18,18,10,11,1,0,331
637,1.175,20,18,18,10,11,1,0,331
638,1.161,20,18,18,10,11,1,0,331
639,1.163,20,17,17,10,11,1,0,331
640,1.164,20,17,17,10,11,1,0,331
641,1.157,20,17,17,10,11,1,0,331
642,1.137,20,18,18,10,11,1,0,331
643,1.163,20,19,19,10,11,1,0,331
644,1.112,21,17,17,10,11,1,0,331
645,1.113,21,17,17,10,11,1,0,331
646,1.134,21,19,19,10,11,1,0,331
647,1.136,21,18,18,10,11,1,0,331
648,1.104,21,20,20,10,11,1,0,331
649,1.122,21,20,20,10,11,1,0,331
650,1.133,21,19,19,10,11,1,0,331
651,1.102,21,19,19,10,11,1,0,331
652,1.148,21,20,20,10,11,1,0,331
653,1.121,21,20,20,10,11,1,0,331
654,1.136,22,20,20,10,11,1,0,331
655,1.088,22,19,19,10,11,1,0,331
656,1.124,20,19,19,10,11,1,0,331
657,1.14,20,19,19,10,11,1,0,331
658,1.154,19,18,18,10,11,1,0,331
659,1.124,19,17,17,10,11,1,0,331
660,1.15,20,18,18,10,11,1,0,331
661,1.159,20,18,18,10,11,1,0,331
662,1.132,20,19,19,10,11,1,0,332
663,1.129,20,19,19,10,11,1,0,332
664,1.162,20,17,17,10,11,1,0,332
665,1.117,20,18,18,10,11,1,0,332
666,1.162,19,18,18,10,11,1,0,332
667,1.158,19,18,18,10,11,1,0,332
668,1.177,19,18,18,10,11,1,0,332
669,1.154,19,18,18,10,11,1,0,332
670,1.168,19,17,17,10,11,1,0,332
671,1.159,18,16,16,10,11,1,0,332
672,1.173,18,16,16,10,11,1,0,332
673,1.17,18,16,16,10,11,1,0,332
674,1.127,18,16,16,10,11,1,0,332
675,1.15,19,17,17,10,11,1,0,332
676,1.177,19,17,17,10,11,1,0,332
677,1.082,20,18,18,10,11,1,0,332
678,1.214,18,16,16,9,11,2,0,332
679,1.173,18,16,16,9,11,2,0,332
680,1.131,21,19,19,10,11,1,0,332
681,1.07,21,19,19,10,11,1,0,332
682,1.113,21,19,19,10,11,1,0,332
683,1.112,21,19,19,10,11,1,0,332
684,1.113,22,20,20,10,11,1,0,332
685,1.106,22,20,20,10,11,1,0,332
686,1.084,21,19,19,10,11,1,0,332
687,1.076,21,19,19,10,11,1,0,332
688,1.048,21,19,19,10,11,1,0,332
689,1.08,21,19,19,10,11,1,0,332
690,1.042,21,19,19,10,11,1,0,332
691,1.081,21,18,18,10,11,1,0,332
692,1.096,21,19,19,10,11,1,0,332
693,1.128,21,19,19,10,11,1,0,332
694,1.086,21,19,19,10,11,1,0,332
695,1.093,22,20,20,10,11,1,0,332
696,1.117,22,20,20,10,11,1,0,332
697,1.116,22,19,19,10,11,1,0,332
698,1.075,23,21,21,10,11,1,0,332
699,1.079,23,21,21,10,11,1,0,332
700,1.104,22,20,20,10,11,1,0,332
701,1.117,22,20,20,10,11,1,0,332
702,1.137,22,20,20,10,11,1,0,332
703,1.091,22,20,20,10,11,1,0,332
704,1.082,22,20,20,10,11,1,0,332
705,1.086,22,20,20,10,11,1,0,332
706,1.111,22,20,20,10,11,1,0,332
707,1.112,22,20,20,11,11,0,0,333
708,1.11,22,19,19,11,11,0,0,333
709,1.1,22,18,18,11,11,0,0,333
710,1.072,22,19,19,10,11,1,0,333
711,1.107,22,18,18,10,11,1,0,333
712,1.072,22,21,21,10,11,1,0,333
713,1.122,22,21,21,10,11,1,0,333
714,1.074,23,22,22,11,11,0,0,333
715,1.075,23,22,22,11,11,0,0,333
716,1.079,23,22,22,10,11,1,0,333
717,1.082,24,21,21,10,11,1,0,333
718,1.059,24,22,22,11,11,0,0,333
719,1.108,23,21,21,11,11,0,0,333
720,1.094,20,19,19,9,11,2,0,333
721,1.13,21,20,20,9,11,2,0,333
722,1.138,19,18,18,9,11,2,0,333
723,1.08,20,19,19,9,11,2,0,333
724,1.109,20,19,19,9,11,2,0,333
725,1.064,21,20,20,10,11,1,0,333
726,1.075,22,20,20,10,11,1,0,333
727,1.096,22,20,20,10,11,1,0,333
728,1.059,22,20,20,10,11,1,0,333
729,1.12,21,19,19,10,11,1,0,333
730,1.094,22,19,19,10,11,1,0,333
731,1.09,22,19,19,10,11,1,0,333
732,1.062,23,21,21,10,11,1,0,333
733,1.104,23,21,21,10,11,1,0,333
734,1.073,23,22,22,9,11,2,0,333
735,1.101,23,21,21,9,11,2,0,333
736,1.122,22,20,20,9,11,2,0,333
737,1.089,22,20,20,10,11,1,0,333
738,1.079,23,21,21,10,11,1,0,333
739,1.095,22,20,20,9,11,2,0,333
740,1.124,21,19,19,9,11,2,0,333
741,1.106,21,18,18,9,11,2,0,333
742,1.184,20,17,17,8,11,3,0,333
743,1.142,20,17,17,8,11,3,0,333
744,1.103,22,19,19,9,11,2,0,333
745,1.106,21,18,18,8,11,3,0,333
746,1.137,22,19,19,9,11,2,0,333
747,1.082,22,19,19,9,11,2,0,333
748,1.09,22,19,19,10,11,1,0,333
749,1.14,22,19,19,10,11,1,0,333
750,1.143,22,19,19,10,11,1,0,333
751,1.101,22,19,19,10,11,1,0,333
752,1.113,22,19,19,10,11,1,0,333
753,1.014,22,19,19,10,11,1,0,333
754,1.018,22,19,19,10,11,1,0,333
755,1.095,22,19,19,10,11,1,0,333
756,1.059,21,18,18,8,11,3,0,333
757,1.082,21,17,17,8,11,3,0,333
758,1.097,22,20,20,10,11,1,0,333
759,1.146,21,18,18,9,11,2,0,333
760,1.111,22,19,19,10,11,1,0,333
761,1.122,22,18,18,10,11,1,0,333
762,1.095,22,20,20,10,11,1,0,333
763,1.07,22,20,20,10,11,1,0,333
764,1.12,22,18,18,10,11,1,0,333
765,1.103,22,18,18,10,11,1,0,333
766,1.161,22,19,19,10,11,1,0,333
767,1.137,22,19,19,10,11,1,0,333
768,1.131,21,17,17,9,11,2,0,333
769,1.12,22,19,19,9,11,2,0,333
770,1.094,22,18,18,10,11,1,0,333
771,1.084,23,18,18,11,11,0,0,334
772,1.123,22,18,18,11,11,0,0,334
773,1.138,22,18,18,11,11,0,0,334
774,1.106,21,18,18,10,11,1,0,334
775,1.126,21,17,17,10,11,1,0,334
776,1.164,21,17,17,11,11,0,0,334
777,1.145,21,18,18,11,11,0,0,334
778,1.151,21,19,19,11,11,0,0,334
779,1.151,21,19,19,11,11,0,0,334
780,1.109,22,19,19,11,11,0,0,334
781,1.145,21,19,19,11,11,0,0,334
782,1.108,21,19,19,11,11,0,0,334
783,1.126,21,19,19,11,11,0,0,334
784,1.155,21,19,19,11,11,0,0,334
785,1.149,21,19,19,11,11,0,0,334
786,1.14,20,18,18,10,11,1,0,334
787,1.152,20,18,18,10,11,1,0,334
788,1.158,21,19,19,11,11,0,0,334
789,1.127,21,19,19,11,11,0,0,334
790,1.139,21,20,20,11,11,0,0,334
791,1.141,21,20,20,11,11,0,0,334
792,1.112,22,21,21,11,11,0,0,334
793,1.146,21,19,19,11,11,0,0,334
794,1.112,21,19,19,11,11,0,0,334
795,1.173,21,19,19,11,11,0,0,334
796,1.134,22,20,20,11,11,0,0,334
797,1.107,22,19,19,11,11,0,0,334
798,1.133,21,20,20,11,11,0,0,334
799,1.15,22,21,21,11,11,0,0,334
800,1.104,22,21,21,11,11,0,0,334
801,1.102,22,21,21,11,11,0,0,334
802,1.156,21,19,19,11,11,0,0,334
803,1.101,21,19,19,11,11,0,0,334
804,1.147,21,19,19,11,11,0,0,334
805,1.141,21,19,19,11,11,0,0,334
806,1.091,22,21,21,11,11,0,0,334
807,1.14,22,20,20,11,11,0,0,334
808,1.128,21,18,18,10,11,1,0,334
809,1.146,21,19,19,10,11,1,0,334
810,1.121,22,21,21,11,11,0,0,334
811,1.134,22,19,19,11,11,0,0,334
812,1.107,22,19,19,11,11,0,0,334
813,1.116,21,18,18,11,11,0,0,334
814,1.144,21,18,18,11,11,0,0,334
815,1.173,20,18,18,11,11,0,0,334
816,1.131,21,18,18,11,11,0,0,334
817,1.089,21,19,19,11,11,0,0,334
818,1.108,21,19,19,11,11,0,0,334
819,1.112,21,18,18,11,11,0,0,334
820,1.059,21,19,19,11,11,0,0,334
821,1.096,21,19,19,11,11,0,0,334
822,1.08,21,19,19,11,11,0,0,334
823,1.061,20,18,18,11,11,0,0,334
824,1.091,20,17,17,11,11,0,0,334
825,1.079,21,18,18,11,11,0,0,334
826,1.109,21,19,19,11,11,0,0,334
827,1.143,20,18,18,10,11,1,0,334
828,1.091,21,19,19,11,11,0,0,334
829,1.094,22,18,18,11,11,0,0,334
830,1.091,22,20,20,11,11,0,0,334
831,1.127,21,18,18,11,11,0,0,334
832,1.096,21,19,19,11,11,0,0,334
833,1.105,21,19,19,11,11,0,0,334
834,1.086,21,19,19,11,11,0,0,334
835,1.117,21,19,19,11,11,0,0,334
836,1.142,21,19,19,11,11,0,0,334
837,1.129,21,19,19,11,11,0,0,334
838,1.102,21,19,19,11,11,0,0,334
839,1.152,21,19,19,11,11,0,0,334
840,1.112,21,19,19,11,11,0,0,334
841,1.157,21,19,19,11,11,0,0,334
842,1.12,21,19,19,11,11,0,0,334
843,1.149,21,20,20,11,11,0,0,334
844,1.154,21,20,20,11,11,0,0,334
845,1.148,21,20,20,11,11,0,0,334
846,1.096,22,20,20,11,11,0,0,334
847,1.174,21,20,20,11,11,0,0,334
848,1.137,21,20,20,11,11,0,0,334
849,1.142,21,20,20,11,11,0,0,334
850,1.154,21,19,19,11,11,0,0,334
851,1.155,21,19,19,11,11,0,0,334
852,1.117,21,19,19,11,11,0,0,334
853,1.159,20,18,18,10,11,1,0,334
854,1.11,21,20,20,11,11,0,0,334
855,1.12,21,20,20,11,11,0,0,334
856,1.132,20,19,19,10,11,1,0,334
857,1.109,20,18,18,10,11,1,0,334
858,1.12,20,19,19,10,11,1,0,334
859,1.143,21,20,20,11,11,0,0,334
860,1.117,21,20,20,11,11,0,0,334
861,1.109,21,19,19,11,11,0,0,334
862,1.135,21,19,19,11,11,0,0,334
863,1.116,21,18,18,11,11,0,0,334
864,1.116,21,19,19,11,11,0,0,334
865,1.159,20,17,17,10,11,1,0,334
866,1.112,22,19,19,11,11,0,0,334
867,1.137,22,19,19,11,11,0,0,334
868,1.099,21,19,19,10,11,1,0,334
869,1.108,21,19,19,10,11,1,0,334
870,1.147,20,17,17,10,11,1,0,334
871,1.13,20,17,17,10,11,1,0,334
872,1.166,20,17,17,10,11,1,0,334
873,1.166,20,17,17,10,11,1,0,334
874,1.153,20,18,18,10,11,1,0,335
875,1.156,20,17,17,10,11,1,0,336
876,1.099,20,18,18,10,11,1,0,336
877,1.133,20,18,18,10,11,1,0,336
878,1.128,21,20,20,11,11,0,0,337
879,1.141,21,19,19,11,11,0,0,339
880,1.105,21,18,18,11,11,0,0,340
881,1.135,21,18,18,11,11,0,0,340
882,1.131,21,18,18,11,11,0,0,340
883,1.14,21,18,18,11,11,0,0,340
884,1.17,21,18,18,11,11,0,0,340
885,1.14,21,18,18,11,11,0,0,340
886,1.168,21,18,18,11,11,0,0,340
887,1.104,21,18,18,11,11,0,0,340
888,1.082,20,17,17,10,11,1,0,340
889,1.077,20,17,17,10,11,1,0,340
890,1.078,20,17,17,10,11,1,0,340
891,1.123,20,17,17,10,11,1,0,340
892,1.086,21,18,18,11,11,0,0,340
893,1.116,21,18,18,11,11,0,0,340
894,1.128,21,18,18,11,11,0,0,340
895,1.116,21,18,18,11,11,0,0,340
896,1.142,21,18,18,11,11,0,0,340
897,1.124,21,18,18,11,11,0,0,340
898,1.11,21,18,18,11,11,0,0,340
899,1.141,21,18,18,11,11,0,0,340
900,1.112,21,18,18,11,11,0,0,340
901,1.143,21,18,18,11,11,0,0,340
902,1.126,21,18,18,11,11,0,0,340
903,1.173,21,18,18,11,11,0,0,340
904,1.103,21,18,18,11,11,0,0,340
905,1.14,21,18,18,11,11,0,0,340
906,1.127,21,18,18,11,11,0,0,340
907,1.119,21,19,19,11,11,0,0,340
908,1.149,21,19,19,11,11,0,0,340
909,1.125,22,20,20,11,11,0,0,340
910,1.123,22,20,20,11,11,0,0,340
911,1.166,21,19,19,11,11,0,0,340
912,1.1,21,19,19,11,11,0,0,340
913,1.156,21,19,19,11,11,0,0,340
914,1.13,22,20,20,11,11,0,0,340
915,1.104,23,21,21,11,11,0,0,340
916,1.104,22,20,20,11,11,0,0,340
917,1.082,22,20,20,11,11,0,0,340
918,1.118,22,20,20,11,11,0,0,340
919,1.153,21,19,19,11,11,0,0,340
920,1.151,22,20,20,11,11,0,0,340
921,1.131,22,20,20,11,11,0,0,340
922,1.132,21,19,19,10,11,1,0,340
923,1.1,23,20,20,10,11,1,0,340
924,1.086,23,20,20,10,11,1,0,340
925,1.141,21,18,18,10,11,1,0,340
926,1.172,20,17,17,10,11,1,0,340
927,1.12,21,18,18,10,11,1,0,340
